SMILES SOLUTE,SMILES Solvent 1,SMILES Solvent 2,Mole Fraction Solvent 1,Mole Fraction  Solvent 2,Density (g/mL),T (K),log(S),log(Xs),Reference (DOI),Comments,MW,pph(g/100g),DeltaGsolv
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.8247,0.1753,0.80228,293.15,-0.476857407,-1.430392032,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,1.0,0.0,0.80228,293.15,-0.721808129,-1.65678841,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,CCO,0.0,1.0,0.79828,298.15,-0.621993838,-1.829738285,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.0549,0.9451,0.79828,298.15,-0.523539604,-1.701802133,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1156,0.8844,0.79828,298.15,-0.454947253,-1.603800653,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1831,0.8169,0.79828,298.15,-0.38259041,-1.498940738,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.2585,0.7415,0.79828,298.15,-0.341237184,-1.426780173,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.3434,0.6566,0.79828,298.15,-0.307770994,-1.361610592,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.4396,0.5604,0.79828,298.15,-0.294989594,-1.318577844,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.5496,0.4504,0.79828,298.15,-0.302277172,-1.297052754,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.6765,0.3235,0.79828,298.15,-0.34133052,-1.310069896,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.8247,0.1753,0.79828,298.15,-0.43555961,-1.382056565,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,1.0,0.0,0.79828,298.15,-0.66100904,-1.589897923,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,CCO,0.0,1.0,0.79428,303.15,-0.551835387,-1.751536282,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.0549,0.9451,0.79428,303.15,-0.459652837,-1.628932138,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1156,0.8844,0.79428,303.15,-0.379803176,-1.51684079,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1831,0.8169,0.79428,303.15,-0.320996008,-1.42573717,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.2585,0.7415,0.79428,303.15,-0.280590128,-1.353596274,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.3434,0.6566,0.79428,303.15,-0.25415849,-1.295849483,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.4396,0.5604,0.79428,303.15,-0.248622582,-1.261140198,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.5496,0.4504,0.79428,303.15,-0.259551374,-1.244125144,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.6765,0.3235,0.79428,303.15,-0.298907126,-1.258297016,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.8247,0.1753,0.79428,303.15,-0.386402828,-1.324221658,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,1.0,0.0,0.79428,303.15,-0.60340454,-1.525783736,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,CCO,0.0,1.0,0.79028,308.15,-0.489393962,-1.680685696,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.0549,0.9451,0.79028,308.15,-0.384592857,-1.542118103,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1156,0.8844,0.79028,308.15,-0.311195815,-1.435333936,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1831,0.8169,0.79028,308.15,-0.26260344,-1.354577731,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.2585,0.7415,0.79028,308.15,-0.232898074,-1.294136288,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.3434,0.6566,0.79028,308.15,-0.205680226,-1.23470407,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.4396,0.5604,0.79028,308.15,-0.202513058,-1.202732459,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.5496,0.4504,0.79028,308.15,-0.212402448,-1.184754408,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.6765,0.3235,0.79028,308.15,-0.25350485,-1.202040356,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.8247,0.1753,0.79028,308.15,-0.338704094,-1.267123959,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,1.0,0.0,0.79028,308.15,-0.547261811,-1.462558717,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,CCO,0.0,1.0,0.78628,313.15,-0.432973114,-1.615467385,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.0549,0.9451,0.78628,313.15,-0.339651583,-1.488116639,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1156,0.8844,0.78628,313.15,-0.276058309,-1.391473966,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.1831,0.8169,0.78628,313.15,-0.220379513,-1.301203748,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.2585,0.7415,0.78628,313.15,-0.191442163,-1.240936812,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.3434,0.6566,0.78628,313.15,-0.173077444,-1.191789027,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.4396,0.5604,0.78628,313.15,-0.167524528,-1.156767222,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.5496,0.4504,0.78628,313.15,-0.1764772,-1.137868621,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.6765,0.3235,0.78628,313.15,-0.21714998,-1.15558496,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,0.8247,0.1753,0.78628,313.15,-0.299007368,-1.218388218,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CCOC(=O)C,CCO,1.0,0.0,0.78628,313.15,-0.512137156,-1.421704695,10.1016/j.fluid.2012.02.009,Error Given for each individual measurement,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,O,0.0,1.0,0.997873877,293.15,-3.206209615,-4.950781977,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.008477856,293.15,-3.068542129,-4.747146969,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.019309624,293.15,-2.415668776,-4.056505484,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.030376599,293.15,-1.809668302,-3.304518324,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.041686529,293.15,-0.844663963,-2.186419011,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,1.0,0.0,1.0532475,293.15,-0.04769199,-1.126679398,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,O,0.0,1.0,0.996756286,298.15,-3.122628654,-4.866461092,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.006979288,298.15,-2.982966661,-4.661543506,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.017414162,298.15,-2.504455662,-3.974694135,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.028067564,298.15,-1.752026734,-3.244887734,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.038946432,298.15,-0.769551079,-2.109578981,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,1.0,0.0,1.050058,298.15,0.05422991,-1.00656377,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,O,0.0,1.0,0.995456846,303.15,-3.069050969,-4.809668302,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.005331198,303.15,-2.8569852,-4.534617149,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.015403408,303.15,-2.305394801,-3.903089987,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.025679483,303.15,-1.607303047,-3.099086932,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.036165677,303.15,-0.596879479,-1.928117993,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,1.0,0.0,1.0468685,303.15,0.181271772,-0.850780887,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,O,0.0,1.0,0.993975555,308.15,-2.978810701,-4.721246399,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.003533876,308.15,-2.76700389,-4.443697499,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.013277811,308.15,-2.170696227,-3.76700389,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.023212822,308.15,-1.478861916,-2.966576245,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.033344584,308.15,-0.427128398,-1.749579998,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,1.0,0.0,1.043679,308.15,0.277609214,-0.725842151,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,O,0.0,1.0,0.992312415,313.15,-2.906578315,-4.649751982,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.001587582,313.15,-2.665546249,-4.3400838,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.011037776,313.15,-2.054039296,-3.647817482,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.020667997,313.15,-1.379863945,-2.866461092,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.03048344,313.15,-0.258060922,-2.563837353,10.1007/s10953-007-9228-0,,,,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,CC(CO)O,O,1.0,0.0,1.0404895,313.15,0.32159843,-0.663540266,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,O,0.0,1.0,0.997873877,293.15,-3.621602099,-5.36552273,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.008477856,293.15,-3.366531544,-5.045757491,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.019309624,293.15,-2.886056648,-4.485452247,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.030376599,293.15,-2.292429824,-3.790484985,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.041686529,293.15,-1.591760035,-2.943095149,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,1.0,0.0,1.0532475,293.15,-1.081969663,-2.211831629,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,O,0.0,1.0,0.996756286,298.15,-3.54668166,-5.292429824,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.006979288,298.15,-3.262012674,-4.935542011,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.017414162,298.15,-2.774690718,-4.372634143,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.028067564,298.15,-2.151810883,-3.645891561,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.038946432,298.15,-1.534617149,-2.882728704,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,1.0,0.0,1.050058,298.15,-1.012333735,-2.139063379,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,O,0.0,1.0,0.995456846,303.15,-3.485452247,-5.228412519,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.005331198,303.15,-3.187086643,-4.860120914,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.015403408,303.15,-2.716698771,-4.312471039,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.025679483,303.15,-2.075204004,-3.567030709,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.036165677,303.15,-1.450996738,-2.798602876,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,1.0,0.0,1.0468685,303.15,-0.93930216,-2.064996849,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,O,0.0,1.0,0.993975555,308.15,-3.438898616,-5.180456064,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.003533876,308.15,-3.119186408,-4.793174124,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.013277811,308.15,-2.585026652,-4.180456064,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.023212822,308.15,-1.991399828,-3.482804102,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.033344584,308.15,-1.382999659,-2.728158393,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,1.0,0.0,1.043679,308.15,-0.853871964,-1.974694135,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,O,0.0,1.0,0.992312415,313.15,-3.373659633,-5.11463878,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.055896768,0.944103232,1.001587582,313.15,-3.036212173,-4.709965389,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.136355038,0.863644962,1.011037776,313.15,-3.530177984,-4.123782159,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.2621218,0.7378782,1.020667997,313.15,-1.935542011,-3.425968732,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,0.486468246,0.513531754,1.03048344,313.15,-1.324221658,-2.66756154,10.1007/s10953-007-9228-0,,,,
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(CO)O,O,1.0,0.0,1.0404895,313.15,-0.785156152,-1.903089987,10.1007/s10953-007-9228-0,,,,
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.42,-5.086211093,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C(C=C1)C(=O)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.24,-2.903033185,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C=C(C=CC2=C1)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.25,-2.912536276,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC(=O)C1=CC=C(C=C1)NC(=O)C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-2.24,-3.90578695,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C(C(=C1)C(=O)O)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.38,-3.043616544,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.19,-4.856180029,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CN1C2=C(C(=O)N(C1=O)C)NC=N2,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.23,-4.896204199,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
COC(=O)NC1=NC2=CC=CC=C2N1,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-4.63,-6.296250578,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C(=C1)C=CC=C2C(=O)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-2,-3.665466012,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.52,-3.181895681,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C(=C1)C=CC=C2CC(=O)O,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.78,-3.444839781,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.73,-5.396222161,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.72,-5.38621899,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-2.49,-4.155965707,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.62,-5.286210511,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
CC(=O)OC1=CC2=CC=CC=C2C=C1,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-1.4,-3.062855707,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],CCO,O,0.08907563,0.91092437,0.951480175,293.15,-2.13,-3.795666282,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
COC1=CC2=CC=CC=C2C=C1,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-2.59,-4.256066978,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-4.01,-5.676244673,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C=CC=CC2=C1,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-3.22,-4.886217371,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCO,O,0.08907563,0.91092437,0.951480175,293.15,-4.09,-5.756246011,10.1016/j.ijpharm.2008.06.020,No temperature was given I assumed room temp,,,
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,,O,0.0,1.0,0.996756286,298.15,-3.575118363,-5.317854924,10.15446/rev.colomb.quim.v45n1.57201,Both X and S reported Solvent Effects??,,,
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCO,O,0.041650295,0.958349705,0.972575159,298.15,-3.394694954,-5.103473783,10.15446/rev.colomb.quim.v45n1.57201,,,,
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCO,O,0.08907563,0.91092437,0.949539502,298.15,-3.149966742,-4.823908741,10.15446/rev.colomb.quim.v45n1.57201,,,,
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCO,O,0.143566591,0.856433409,0.927569806,298.15,-2.8569852,-4.492144128,10.15446/rev.colomb.quim.v45n1.57201,,,,
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,CCO,O,0.206829268,0.793170732,0.906593756,298.15,-2.647817482,-4.240332155,10.15446/rev.colomb.quim.v45n1.57201,,,,
